lemma;id;part_of_speech;forms
новолюбьць;138652;common noun;pl., m., nom., infl.:новолюбцы
ужь;138654;adverb;non-infl.:ужъ,уж,уш,оуж
символъ;138655;common noun;sg., m., loc., infl.:символѣ
отъсѣкати;138656;verb;pres., inf., act., infl.:ѿсѣкати|sg., pres., part., act., m., nom., strong, infl.:ѿсѣкая
съдьржати;138657;verb;3rd p., sg., pres., ind., act., infl.:содержит|pl., pres., part., act., m., dat., strong, infl.:съдержащимъ|sg., pres., part., pass., m., nom., strong, infl.:съдрьжимъ,съдьрьжимъ
правовѣрьныи;138658;adjective;pl., m., nom., pos., weak, infl.:правовѣрнїи|pl., m., gen., pos., weak, infl.:правовѣрных|sg., m., nom., pos., weak, infl.:правовѣрныи|pl., m., dat., pos., weak, infl.:правовѣрнымъ|sg., m., gen., pos., strong, infl.:правовѣрна|sg., m., dat., pos., strong, infl.:правовѣрну|sg., m., voc., pos., strong, infl.:правовѣрнѣ,правовѣрне
католичьскыи;138659;adjective;sg., f., nom., pos., weak, infl.:кафолическая
целыи;138660;common noun;sg., f., gen., infl.:целы
недоумѣние;138661;common noun;sg., n., loc., infl.:нѣдоумѣнїи|sg., n., gen., infl.:недоумѣния
раздѣляти;138662;verb;pl., pres., part., pass., n., acc., strong, infl.:раздѣлѧема|sg., pres., part., act., m., nom., strong, infl.:раздѣляя|pl., pres., part., act., m., nom., strong, infl.:раздѣляюще|3rd p., pl., imperf., ind., act., infl.:раздѣлꙗхѹть
сыновьнии;138663;adjective;sg., m., nom., pos., strong, infl.:сновен|sg., n., nom., pos., weak, infl.:сн҃овнее
съприсьносущьныи;138664;adjective;sg., n., nom., pos., strong, infl.:соприсносущно|pl., m., nom., pos., strong, infl.:сопрсносущны
величьство;138665;common noun;sg., n., nom., infl.:величество|sg., n., acc., infl.:величество|sg., n., ins., infl.:величеством
яковыи;138666;relative pronoun;sg., m., nom., infl.:яковъ
сърѣзити;138679;verb;3rd p., sg., pres., ind., act., infl.:срѣзить
отьчимъ;138680;common noun;sg., m., nom., infl.:ѡтчимъ
переемьныи;138683;adjective;sg., f., nom., pos., weak, infl.:переѥмнаꙗ
особьно;138697;adverb;non-infl.:ѡсобно
нерождение;138698;common noun;sg., n., nom., infl.:нерождение
рождение;138699;common noun;sg., n., nom., infl.:рождение
исхождение;138700;common noun;sg., n., acc., infl.:ꙇсхождение|sg., n., nom., infl.:ꙇсхождение
побесѣдовати;138701;verb;pres., inf., act., infl.:побесѣдовати
въчеловѣчение;138702;common noun;sg., n., loc., infl.:вочл҃вѣченїи|sg., n., acc., infl.:вочл҃вѣчение|sg., n., gen., infl.:вочл҃вѣчения
щедрота;138703;common noun;pl., f., gen., infl.:щедрот,щедротъ,щедротʼ|pl., f., nom., infl.:щедроты
нѣдро;138704;common noun;pl., n., gen., infl.:нѣдръ
богоотроковица;138705;common noun;sg., f., acc., infl.:бг҃оѿроковицу|sg., f., gen., infl.:бг҃оѿроковицы
наставати;138706;verb;sg., result., part., act., n., nom., strong, infl.:наставало
въчеловѣчити;138707;verb;sg., past, part., act., m., nom., strong, infl.:вочл҃вѣчив
величьствие;138709;common noun;sg., n., gen., infl.:величествия,величествїа
съмотрѣние;138710;common noun;sg., n., nom., infl.:смотрение,съмотрениѥ|sg., n., acc., infl.:смотрение|sg., n., ins., infl.:смотрением|sg., n., dat., infl.:съмотрению
въобразити;138711;verb;pres., inf., act., infl.:вообразити
подобие;138712;common noun;sg., n., dat., infl.:подобию|sg., n., ins., infl.:подобием,подобиемъ
маргаритъ;138717;proper noun;sg., m., acc., infl.:маргарит
кратъкыи;138718;adjective;sg., n., acc., pos., strong, infl.:кратко
вышереченныи;138719;adjective;sg., m., dat., pos., weak, infl.:вышереченному|sg., n., dat., pos., weak, infl.:вышереченному
аѳонасии;138720;proper noun;sg., m., dat., infl.:аѳонасию|sg., m., nom., infl.:аѳонасеи|sg., m., ins., infl.:аѳонасемъ
протопопъ;138721;common noun;sg., m., gen., infl.:протопопа|sg., m., nom., infl.:протопоп,протопопъ,пропопоп|pl., m., acc., infl.:протопопы|sg., m., dat., infl.:протопопу
аввакумъ;138722;proper noun;sg., m., gen., infl.:аввакума|sg., m., nom., infl.:аввакумъ,аввакум|sg., m., dat., infl.:аввакуму
воистину;138723;adverb;non-infl.:воистинну
богоразумие;138725;common noun;sg., n., acc., infl.:бг҃оразумие
иступити;138726;verb;sg., past, part., act., m., nom., strong, infl.:ꙇсступив|sg., result., part., act., m., nom., strong, infl.:изступил
трѣзвити;138727;verb;pl., pres., part., act., m., nom., strong, infl.:трезвяще
невѣрие;138728;common noun;sg., n., gen., infl.:невѣрия
даже;138729;adverb;non-infl.:даже
свидѣтельствовати;138730;verb;pl., pres., part., pass., m., nom., strong, infl.:свидѣтелствуемы|3rd p., sg., pres., ind., act., infl.:свидѣтелствует|sg., pres., part., act., m., nom., strong, infl.:свидѣтелствуя
афины;138731;proper noun;pl., f., loc., infl.:афинѣхъ
бѣгъ;138732;common noun;pl., m., acc., infl.:бѣги
уметь;138733;common noun;pl., m., nom., infl.:уметы|pl., m., acc., infl.:уметы
вънѣшьнии;138734;adjective;sg., f., nom., pos., weak, infl.:внѣшняя
блядь;138735;common noun;sg., f., nom., infl.:бляд|sg., f., dat., infl.:бляди|sg., f., acc., infl.:бляд|pl., f., nom., infl.:блѧди|pl., f., gen., infl.:блѧдеи
нижегородьскии;138736;adjective;pl., m., loc., pos., weak, infl.:нижегороцкихъ
кудьма;138737;proper noun;sg., f., ins., infl.:кудмою
григорьевъ;138738;proper noun;sg., n., loc., infl.:григоровѣ
инока;138740;proper noun;sg., f., nom., infl.:инока
марфа;138741;proper noun;sg., f., nom., infl.:марѳа
постьница;138742;common noun;sg., f., nom., infl.:постница
молитвьница;138743;common noun;sg., f., nom., infl.:мл҃твеница
нѣкъгда;138744;adverb;non-infl.:нѣкогда
овъдовѣти;138745;verb;sg., result., part., act., f., nom., strong, infl.:ѡвдовѣла
осиротѣти;138746;verb;sg., result., part., act., m., nom., strong, infl.:ѡсиротѣлъ
соплеменникъ;138747;common noun;pl., m., gen., infl.:соплеменник
изгънание;138748;common noun;sg., n., loc., infl.:изгнанїи,изъгнании,изгънании|sg., n., gen., infl.:изгнания|sg., n., nom., infl.:изгънаниѥ
анастасия;138750;proper noun;sg., f., nom., infl.:анастасия|sg., m., nom., infl.:анастасїе
марко;138751;proper noun;sg., m., nom., infl.:марко
истощити;138752;verb;sg., result., part., act., n., nom., strong, infl.:ꙇстощило
рукоположити;138753;verb;sg., past, part., pass., m., nom., strong, infl.:рукоположен
священѣишьство;138755;common noun;sg., n., acc., infl.:свщ҃нъство,с҃щнʼничество
десятъкъ;138756;common noun;sg., m., acc., infl.:десяток|sg., m., nom., infl.:десяток
распутие;138757;common noun;pl., n., loc., infl.:распутияхъ
сибирскии;138758;adjective;sg., m., nom., pos., weak, infl.:сибирскои|sg., f., loc., pos., weak, infl.:сибирской|sg., m., acc., pos., weak, infl.:сибирскои
обрѣменити;138759;verb;sg., past, part., pass., f., nom., strong, infl.:ѡбременена|pl., past, part., pass., m., nom., weak, infl.:обренении
подробну;138760;adverb;pos., infl.:подробну
треокаянныи;138761;adjective;sg., m., nom., pos., weak, infl.:треѡкаянныи
врачь;138762;common noun;sg., m., nom., infl.:врачь|pl., m., dat., infl.:врачемъ|pl., m., ins., infl.:врачи|pl., m., nom., infl.:врачеве
налои;138763;common noun;sg., m., dat., infl.:налою
разжьжение;138764;common noun;sg., n., nom., infl.:разжежение
брѣмя;138766;common noun;sg., n., nom., infl.:бремя|pl., n., ins., infl.:бремены
рыдати;138767;verb;3rd p., sg., imperf., ind., act., infl.:рыдаше|sg., past, part., act., m., nom., strong, infl.:рыдавъ|3rd p., sg., pres., ind., act., infl.:рыдаетъ|pl., pres., part., act., m., nom., strong, infl.:рыдающе|sg., pres., part., act., m., nom., strong, infl.:рыдаѧ
горьцѣ;138768;adverb;pos., infl.:горце
шестъ;138770;common noun;pl., m., nom., infl.:шесты
тъкъмо;138773;adverb;non-infl.:токмо
кърмщикъ;138774;common noun;sg., m., dat., infl.:кормщику|sg., m., ins., infl.:кормщиком|sg., m., nom., infl.:кормщик|sg., m., gen., infl.:кормщика
сидѣлець;138775;common noun;pl., m., gen., infl.:сидѣльцов
лаврентиевъ;138776;adjective;sg., m., nom., pos., strong, infl.:лаврентиевъ
испьстрити;138778;verb;sg., past, part., pass., m., nom., strong, infl.:ꙇспещренъ
синии;138779;adjective;sg., n., nom., pos., strong, infl.:сине
пепелесыи;138780;adjective;sg., n., nom., pos., strong, infl.:пепелесо
въскричати;138781;verb;sg., result., part., act., m., nom., strong, infl.:вскричалъ|3rd p., sg., imperf., ind., act., infl.:въскричаше|3rd p., sg., aor., ind., act., infl.:въскрича|pl., past, part., act., m., nom., strong, infl.:въскричавше|sg., past, part., act., m., nom., strong, infl.:въскричавъ,въскʼричавъ
на;138784;interjection;non-infl.:на
докучати;138785;verb;2nd p., sg., pres., ind., act., infl.:докучаеш|1st p., sg., pres., ind., act., infl.:докучаю|pres., inf., act., infl.:докучать
из-за;138786;preposition;non-infl.:из за
въстрепетати;138787;verb;1st p., sg., aor., ind., act., infl.:вострепетахъ|3rd p., pl., aor., ind., act., infl.:въстрепеташа
плавание;138788;common noun;sg., n., nom., infl.:плавание
исчитати;138790;verb;pres., inf., act., infl.:їщитати
воеже;138791;subjunction;non-infl.:воеже,во еже
полудьнь;138793;common noun;sg., m., gen., infl.:полуд҃не,полоуд҃ни|sg., m., loc., infl.:полудне,полудн҃е,полѹдн҃е|pl., m., loc., infl.:полднях
съсѣдъ;138794;common noun;sg., m., gen., infl.:сосѣда
затъмити;138797;verb;3rd p., sg., pres., ind., act., infl.:затмит
заблудьныи;138798;adjective;pl., f., gen., pos., weak, infl.:заблудных
обътекати;138799;verb;3rd p., pl., pres., ind., act., infl.:ѡбтекаютъ
заблудьница;138800;common noun;sg., f., nom., infl.:заблудница
подътещи;138801;verb;3rd p., sg., pres., ind., act., infl.:подтечетъ
закрыти;138802;verb;3rd p., sg., pres., ind., act., infl.:закроеть|pl., result., part., act., f., nom., strong, infl.:закрыли
затъмение;138803;common noun;sg., n., nom., infl.:затмение,затмѣние
шьствие;138804;common noun;sg., n., acc., infl.:шествие|pl., n., nom., infl.:шьствиꙗ
архиепископъ;138806;common noun;sg., m., nom., infl.:архепскпъ,архиепскпъ,ареп҃ипъ|sg., m., gen., infl.:архиепскпа
симеонъ;138807;proper noun;sg., m., nom., infl.:симеѡнъ,симеѡн
помьркнути;138808;verb;3rd p., sg., aor., ind., act., infl.:померче
отъступьникъ;138809;common noun;sg., m., nom., infl.:ѿступник,ѿступникъ|pl., m., nom., infl.:ѿступницы,ѿступники|sg., m., gen., infl.:ѿступника|pl., m., ins., infl.:ѿступниками
фияль;138810;common noun;sg., m., acc., infl.:фиял
нѣколи;138811;adverb;non-infl.:нѣколи,нѣкѡли,некъли
въдругорядъ;138812;adverb;non-infl.:вдругорядъ,вдругоряд
горемыка;138814;common noun;sg., m., acc., infl.:горемыку
отъстричи;138815;verb;pl., result., part., act., m., nom., strong, infl.:ѿстригли
угрѣша;138816;proper noun;sg., f., loc., infl.:угрѣше|sg., f., acc., infl.:угрѣшу
бросити;138817;verb;pl., result., part., act., m., nom., strong, infl.:бросили|sg., result., part., act., m., nom., strong, infl.:бросил,бросилъ|sg., result., part., act., f., nom., strong, infl.:бросила
